Kode_Promo|TanggalPromo|AREAID|Distributor_ID|Distributor_Name|GroupPromo_ID|PromoType_ID|ClassPromo_ID|COA|TITLE|Tgl_Awal|Tgl_AKhir|Total_sales_TaRGET|Background|promo_mechanisme|claim_mechanisme|claimtradeoff|costofpromo|Type_of_Cost|cost_rasio|status|Complete|tanggal_reco|Jenis_Biaya|Created_by|last_update|Approval1|Approval2|Tgl_approval2|Close|Partial_amount|Kode_budget|alokasi|Value|GroupOutlet_ID|sales_Target|KdPrincipal|level2Name
BP16070975|2016-07-27 00:00:00|NO DATA|1043038|DUTA LESTARI SENTRATAMA, PT - BEKASI|Distributor|SALES MT DLS|TP LOKAL|601.5101|Revisi BP16070971 Biaya name tax penempatan SPG Event HI Chew|2016-08-01 00:00:00|2016-09-30 00:00:00|0||Info Program : Biaya name tax penempatan SPG Event HI Chew Sehubungan dengan penempatan Event sampling dan selling periode Agustus dan September 2016, untuk produk Hi Chew di store Farmer dan Ranch Market adanya biaya name tax per SPG per bulan sebesar Rp 100000,- periode 2 bulan per SPG Rp 200000 Adapun detailnya sbb :-	Farmers Kelapa Gading (Agustus dan September) , 1 SPG = 200,000-	Farmers Sumarecon Mall Serpong (Agustus dan September) , 1 SPG = 200,000-	Farmers Kalibata (Agustus dan September) , 1 SPG = 200,000-	Ranch Market Pondok Indah (Agustus dan September) , 1 SPG = 200,000-	Ranch Market Kemang (Agustus dan September) , 1 SPG = 200,000-	Total : 5 spg = 1,000,000Proposal Approve by email oleh Pak Sutoni (NSM MT) tgl 26 Juli 2016|TRANSFER|Uang|100000000|NO DATA|100000000.000000|Approved|IWAN SETIAWAN|2016-07-27 00:00:00|J|Gladys.Citra|Gladys.Citra|ROBIN YUANA|IWAN SETIAWAN|2016-07-27 09:58:00|0|0|BD1601000|100|1000000.00||0|MKI|SALES MKI
BP16071110|2016-07-27 00:00:00|NO DATA|1053498|DUTA LESTARI SENTRATAMA, PT - BALI|Distributor|SALES MT DLS|TP LOKAL|601.5101|PROGRAM SUPPORT ULANG TAHUN GELAEL SUPERMARKET (PROPDPS-183/MOD/DLS/VII/16)|2016-07-25 00:00:00|2016-08-30 00:00:00|0||1	Program Support Ulang Tahun outlet Gelael-Bali2	Periode 25 Juli – 30 Agustus 20163	Biaya Rp 299636,-4	No Proposal : PROPDPS-183/MOD/DLS/VII/16Proposal Approve by email oleh Pak Sutoni tgl 25 Juli 2016|TRANSFER|Uang|29963600|NO DATA|29963600.000000|Approved|NG HOK LUNG|2016-07-26 00:00:00|J|Evi.Farikah|Gladys.Citra|ROBIN|NG HOK LUNG|2016-07-28 10:00:00|0|0|BD1601000|100|299636.00||0|MKI|SALES MKI
BP16070897|2016-07-27 00:00:00|NO DATA|1048552|PILAR MAKMUR MANDIRI, CV|Distributor|SALES MT NONDLS|LISTING|601.5103|PROGRAM LISTING OUTLET CITRA SUPERMARKET-MALANG (PROPPILAR 01/VII/16)|2016-07-01 00:00:00|2016-08-31 00:00:00|0||1	Program Listing Fee outlet Citra Supermarket  - Malang2	Listing berlaku untuk product Chewy Candy, Hard Candy, Lolypop, Susu Soda Box, Pia Snackit, Chocofun Box3	Mekanisme Promo : Off faktur, target tidak mengikat4	Periode Listing  1 Juli – 31 Agustus 20165	Biaya Rp 20000006	No Proposal : PROPPILAR-01/VII/16,  ACC pak Sutoni by email 26 Juli 2016|TRANSFER|Uang|200000000|NO DATA|200000000.000000|Approved|NG HOK LUNG|2016-07-26 00:00:00|J|Evi.Farikah|Gladys.Citra|ROBIN|NG HOK LUNG|2016-07-27 12:49:00|0|0|BD1601000|100|2000000.00||0|MKI|SALES MKI
BP16070898|2016-07-27 00:00:00|NO DATA|1048552|PILAR MAKMUR MANDIRI, CV|Distributor|SALES MT NONDLS|SEWA DISPLAY|601.5102|PROGRAM SEWA GONDOLA OUTLET CITRA SUPERMARKET - MALANG (PROPPILAR 02/VII/16)|2016-07-01 00:00:00|2016-12-31 00:00:00|0||1	Program Sewa Gondola  outlet Citra Supermarket  - Malang2	Sewa Gondola berlaku untuk all  product MKI3	Mekanisme Promo : Off faktur, target tidak mengikat4	Periode Listing  1 Juli – 31 Desember  20165	Biaya Rp 30000006	No Proposal : PROPPILAR-02/VII/16,  ACC pak Sutoni by email 26 Juli 2016|TRANSFER|Uang|300000000|NO DATA|300000000.000000|Approved|NG HOK LUNG|2016-07-26 00:00:00|J|Evi.Farikah|Gladys.Citra|ROBIN|NG HOK LUNG|2016-07-27 12:49:00|0|0|BD1601000|100|3000000.00||0|MKI|SALES MKI
BP16070774|2016-07-27 00:00:00|NO DATA|1046329|DUTA LESTARI SENTRATAMA PT - BANDUNG2|Distributor|SALES MT DLS|LISTING|601.5103|TAMBAHAN BUDGET BP16060695 PROGRAM LISTING HI-CHEW OUTLET MTI DLS BANDUNG 2|2016-04-15 00:00:00|2016-05-31 00:00:00|0||TAMBAHAN BUDGET BP16060695 PROGRAM LISTING HI-CHEW OUTLET MTI DLS BANDUNG 2NAMA PROGRAM: PROGRAM LISTING PRODUK MORINAGA KINO HI-CHEWOUTLET: BORMAPRODUK: HI-CHEWMEKANISME PROMO:1 PROGRAM LISTING FEE BERUPA MAILER DI OUTLET BORMA CIJERAH GROUP2 PRODUK YANG DILISTINGKAN ADALAH : MORINAGA HI-CHEW3 BERLAKU RUNNING RATENO PROPOSAL : NOPROP : PROPBDG2-009/DLS-MKI/MT/VI/2016ACC PAK SUTONI (NSM MT) TANGGAL 6 JUNI 2016|TRANSFER|Uang|240000000|NO DATA|240000000.000000|Approved|BUDIYANTO SUSANTO|2016-07-25 00:00:00|J|Melia|Gladys.Citra|ROBIN M YUANA|BUDIYANTO SUSANTO|2016-07-27 13:43:00|0|0|BD1601000|100|2400000.00||0|MKI|SALES MKI
BP16071093|2016-07-28 00:00:00|NO DATA|1043046|DUTA LESTARI SENTRATAMA, PT - TANGERANG 1|Distributor|SALES MT DLS|TP LOKAL|601.5101|Revisi BP16070975 Biaya name tax penempatan SPG Event HI Chew|2016-08-01 00:00:00|2016-09-30 00:00:00|0||Info Program : Biaya name tax penempatan SPG Event HI Chew Sehubungan dengan penempatan Event sampling dan selling periode Agustus dan September 2016, untuk produk Hi Chew di store Farmer dan Ranch Market adanya biaya name tax per SPG per bulan sebesar Rp 100000,- periode 2 bulan per SPG Rp 200000 Adapun detailnya sbb :-	Farmers Kelapa Gading (Agustus dan September) , 1 SPG = 200,000-	Farmers Sumarecon Mall Serpong (Agustus dan September) , 1 SPG = 200,000-	Farmers Kalibata (Agustus dan September) , 1 SPG = 200,000-	Ranch Market Pondok Indah (Agustus dan September) , 1 SPG = 200,000-	Ranch Market Kemang (Agustus dan September) , 1 SPG = 200,000-	Total : 5 spg = 1,000,000Proposal Approve by email oleh Pak Sutoni (NSM MT) tgl 26 Juli 2016|TRANSFER|Uang|100000000|NO DATA|100000000.000000|Approved|IWAN SETIAWAN|2016-07-28 00:00:00|J|Gladys.Citra|Gladys.Citra|ROBIN YUANA|IWAN SETIAWAN|2016-07-28 09:04:00|0|0|BD1601000|100|1000000.00||0|MKI|SALES MKI
BP16071173|2016-07-28 00:00:00|NO DATA|KA00020|LSI|KA|TT NON PF|STORE FEE|601.4403|DISKON GO LSI KRANGGAN  (PROPSMG-173/MOD/DLS/VI/2016)|2016-07-11 00:00:00|2016-07-14 00:00:00|1118062|TRADING TERM|DISKON GO LSI  KRANGGAN , TARGET TIDAK MENGIKAT|TRANSFER|Uang|5590300|NO DATA|4.999900|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|55903.00||1118062|MKI|MODERN
BP16071174|2016-07-28 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|TAMBAHAN DISKON 5%  IDG BANDUNG (PROPBDG1-70/MKI/MT/Vll/2016)|2016-07-23 00:00:00|2016-07-31 00:00:00|30000000|UNTUK MENINGKATKAN PENJUALAN|ADD DISKON 5 % , TARGET MENGIKAT|TRANSFER|Uang|150000000|NO DATA|5.000000|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|1500000.00||30000000|MKI|MODERN
BP16071175|2016-07-28 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD INDOGROSIR SURABAYA ( PROPSBY1-146/MOD/DLS/VI/16 )|2016-06-21 00:00:00|2016-06-30 00:00:00|85050000|UNTUK MENINGKATKAN PENJUALAN|PENGAMBILAN SUSU SODA   KARTON FREE  25    KARTON ON FAKTUR TARGET IN KARTON|TRANSFER|Uang|425250000|NO DATA|5.000000|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|4252500.00||85050000|MKI|MODERN
BP16071176|2016-07-28 00:00:00|NO DATA|KA00021|MATAHARI|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|TAMBAHAN DISKON 2 % MATAHARI SURABAYA ( PROPSBY2-120/MOD/DLS/VI/2016 )|2016-06-01 00:00:00|2016-06-30 00:00:00|90000000|UNTUK MENINGKATKAN PENJUALAN|TAMBAHAN DISKON 2 % OFF FAKTUR|TRANSFER|Uang|180000000|NO DATA|2.000000|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|1800000.00||90000000|MKI|MODERN
BP16071177|2016-07-28 00:00:00|NO DATA|KA00016|INDOMART|KA|TT NON PF|STORE FEE|601.4403|DISKON GO INDOMARET SEMARANG  (PROPSMG-183/MT/DLS/VI/2016)|2016-06-17 00:00:00|2016-06-30 00:00:00|171977|TRADING TERM|DISKON GO IDM SEMARANG , TARGET TIDAK MENGIKAT|TRANSFER|Uang|515900|NO DATA|2.999800|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|5159.00||171977|MKI|MODERN
BP16071183|2016-07-28 00:00:00|NO DATA|KA00016|INDOMART|KA|TT NON PF|STORE FEE|601.4403|DISKON GO IDM SURABAYA (  PROPSBY1-153/MOD/DLS/VII/16 )|2016-07-01 00:00:00|2016-07-30 00:00:00|85988|TRADING TERM|DISKON GO IDM SURABAYA , TARGET TIDAK MENGIKAT|TRANSFER|Uang|258000|NO DATA|3.000400|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|2580.00||85988|MKI|MODERN
BP16071178|2016-07-28 00:00:00|NO DATA|KA00019|LOTTEMART WHOLE|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|CASH BACK 5%  LOTTE WHOLESALE KELAPA GADING ( PROPSTR-151/MOD/KI /VI/2016 )|2016-06-01 00:00:00|2016-06-30 00:00:00|10000000|UNTUK MENINGKATKAN PENJUALAN|CASH BACK 5% , TARGET MENGIKAT|TRANSFER|Uang|50000000|NO DATA|5.000000|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|500000.00||10000000|MKI|MODERN
BP16071179|2016-07-28 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|FREE GOOD 10% INDOGROSIR CIPINANG DAN KEMAYORAN ( PROPSTR-163/MOD/MKI/VI/2016 )|2016-06-27 00:00:00|2016-06-30 00:00:00|15000000|UNTUK MENINGKATKAN PENJUALAN|FREE GOOD 10% INDOGROSIR CIPINANG DAN KEMAYORAN, TARGET MENGIKAT|TRANSFER|Uang|150000000|NO DATA|10.000000|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|1500000.00||15000000|MKI|MODERN
BP16071180|2016-07-28 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|BIAYA ON TOP BUDGET|INSTORE PROMO OTB|601.4505|CASH BACK INDOGROSIR YGY ( PROPYGY-084/DLS/MOD/IV/2016 )|2016-05-27 00:00:00|2016-05-31 00:00:00|15000000|UNTUK MENINGKATKAN PENJUALAN|CASH BACK 5% ON FAKTUR DI BERIKAN UNTUK ALL CANDY DAN PIA DAN ALL BEV SELAMA PERIODE PROGRAM ( POTONG TAGIHAN )/TARGET MENGIKAT|TRANSFER|Uang|75000000|NO DATA|5.000000|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-28 13:55:00|0|0|BD1602000|100|750000.00||15000000|MKI|MODERN
BP16071123|2016-07-28 00:00:00|NO DATA|1043045|DUTA LESTARI SENTRATAMA, PT - SURABAYA 2|Distributor|SALES MT DLS|TP LOKAL|601.5101|PROGRAM SPG EVENT HI CHEW DI OUTLET BONNET,HOKKY, PAPAYA - DLS SBY 2 (PROPSBY2-167/MOD/DLS SBY 2/VII/2016)|2016-08-01 00:00:00|2016-09-30 00:00:00|0||1	Program SPG Event Hi – Chew di outlet Bonnet, Hokky, Papaya – DLS Surabaya 22	Periode 1 Agustus – 30 September 20163	Biaya Rp 4600000,-4	No Proposal : PROPSBY2-167/MOD/DLS SBY 2/VII/2016, ACC pak Sutoni by email 26 Juli 2016|TRANSFER|Uang|460000000|NO DATA|460000000.000000|Approved|NG HOK LUNG|2016-07-28 00:00:00|J|Evi.Farikah|Gladys.Citra|ROBIN|NG HOK LUNG|2016-07-28 14:26:00|0|0|BD1601000|100|4600000.00||0|MKI|SALES MKI
BP16071275|2016-07-28 00:00:00|NO DATA|1043037|DUTA LESTARI SENTRATAMA, PT - BANDUNG|Distributor|SALES MT DLS|LISTING|601.5103|PROGRAM LISTING HI-CHEW YOGYA GRUP|2016-07-17 00:00:00|2016-08-15 00:00:00|0|LISTING SEBAGAI SYARAT MASUK NEW ITEM DI OUTLET AA/IA|PROGRAM LISTING HI-CHEW OUTLET YOGYA GRUP BANDUNGPROGRAM BERLAKU UNTUK AREA BANDUNGFIXED RATEAPROVAL NSM MT ( PAK SUTONI ) BY EMAIL TANGGAL 27 JULI 2016|TRANSFER|Uang|3850000000|NO DATA|3850000000.000000|Approved|BUDIYANTO SUSANTO|2016-07-28 00:00:00|J|Melia|Gladys.Citra|ROBIN M YUANA|BUDIYANTO SUSANTO|2016-07-28 17:25:00|0|0|BD1601000|100|38500000.00||0|MKI|SALES MKI
BP16071346|2016-07-29 00:00:00|NO DATA|1043046|DUTA LESTARI SENTRATAMA, PT - TANGERANG 1|Distributor|SALES MT DLS|TP LOKAL|601.5101|Biaya Print Out produk candy competitor dan penjualan regular HI CHEW|2016-07-01 00:00:00|2016-07-31 00:00:00|0||Info Program : Biaya Print Out produk candy competitor dan penjualan regular HI CHEWPeriode : Juli 2016Rincian : -	Total Buah 1 		= 30,000,-/ 1 lembar-	Total Buah 2 		= 30,000,-/1 lembar-	All di luar Tobu 1 & 2	= 20,000,-/1 lembar x 9 lembar Rp 180,000-	Carrefour Depok 	= 50,000,-/1 lembar-	Total Biaya		= 240,000Ketentuan klaim :-	Klaim atas cabang DLS-TGR 1-	Biaya yang timbul dari print out dan biaya admin toko-	Proses klaim dengan melampirkan bukti print out dari toko, karena toko tidak mengeluarkan kwitansi-	Proposal Approve by email oleh Pak Sutoni tgl 23 Juli 2016|TRANSFER|Uang|29000000|NO DATA|29000000.000000|Approved|IWAN SETIAWAN|2016-07-29 00:00:00|J|Gladys.Citra|Gladys.Citra|ROBIN YUANA|IWAN SETIAWAN|2016-07-29 11:35:00|0|0|BD1601000|100|290000.00||0|MKI|SALES MKI
BP16071243|2016-07-29 00:00:00|NO DATA|1048182|DUTA LESTARI SENTRATAMA, PT - MAGELANG|Distributor|SALES MT DLS|TP LOKAL|601.5101|PROGRAM CB 5% OFF FAKTUR ALL PRODUK MKI OUTLET MTI (PROPMGL-052/DLS/MOD/VII/2016)|2016-07-01 00:00:00|2016-07-31 00:00:00|0|RELATIONSHIP DAN PENYAMAAN DISPLAY DAN HARGA TERHADAP KOMPETITOR|CASH BACK 5% OFF FAKTUR CANDY,PIA DAN BEV ALL SIZEOUTLET: MTI (TERLAMPIR SESUAI PROPOSAL PENGAJUAN)PROGRAM CASH BACK 5% OFF FAKTUR BERLAKU FIX RATEPENCAPAIAN DIHITUNG SELAMA MASA PERIODE PROMO DENGAN TARGET MENGIKATKLAIM CASH BACK MENGGUNAKAN KWITANSI DAN STEMPEL OUTLETAPPROVAL PAK SUTONI (NSM MT) BY EMAIL TANGGAL 23 JULI 2016PROPOSAL NO: PROPMGL-052/DLS/MOD/VII/2016|TRANSFER|Uang|142500000|NO DATA|142500000.000000|Approved|BUDIYANTO SUSANTO|2016-07-28 00:00:00|J|Melia|Gladys.Citra|ROBIN M YUANA|BUDIYANTO SUSANTO|2016-07-29 14:00:00|0|0|BD1601000|100|1425000.00||0|MKI|SALES MKI
BP16071166|2016-07-29 00:00:00|NO DATA|KA00019|LOTTEMART WHOLE|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE BEVERAGE LOTTEMART WHOLE 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|80714287|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM BEVERAGE|TRANSFER|Uang|10881800|NO DATA|.134800|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:45:00|0|0|BD1602000|100|108818.00||80714287|MKI|MODERN
BP16071204|2016-07-29 00:00:00|NO DATA|KA00019|LOTTEMART WHOLE|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE BEVERAGE LOTTEMART WHOLE 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-01-01 00:00:00|80714287|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT BEVERAGE|TRANSFER|Uang|7254500|NO DATA|.089800|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:45:00|0|0|BD1602000|100|72545.00||80714287|MKI|MODERN
BP16071415|2016-07-29 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|TT PF|PF REGULAR|601.4301|PROMOTION COST BEVERAGE INDOGROSIR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|2687026002|TRADING TERM|PROMOTION COST BEVERAGE|TRANSFER|Uang|686556100|NO DATA|.255500|Approved|SAPTA|2016-07-29 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:45:00|0|0|BD1602000|100|6865561.00||2687026002|MKI|MODERN
BP16071421|2016-07-29 00:00:00|NO DATA|Nasional KA|Nasional|Nasional KA|BIAYA ON TOP BUDGET|OTB LAIN-LAIN|601.4506|SELISIH HARGA BEVERAGE ALL ACCOUNT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|1000000|UNTUK MENINGKATKAN PENJUALAN|SELISIH HARGA BEVERAGE|TRANSFER|Uang|30000000|NO DATA|30.000000|Approved|SAPTA|2016-07-29 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:46:00|0|0|BD1602000|100|300000.00||1000000|MKI|MODERN
BP16071238|2016-07-29 00:00:00|NO DATA|Nasional KA|Nasional|Nasional KA|BIAYA ON TOP BUDGET|OTB LAIN-LAIN|601.4506|SELISIH HARGA ALL CANDY ALL ACCOUNT 01 MAR - 31 DES 2016|2016-03-01 00:00:00|2016-12-31 00:00:00|1000000|UNTUK MENINGKATKAN PENJUALAN|SELISIH HARGA ALL CANDY|TRANSFER|Uang|30000000|NO DATA|30.000000|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:48:00|0|0|BD1602000|100|300000.00||1000000|MKI|MODERN
BP16071131|2016-07-29 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY ALFA MIDI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|505837736|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM CANDY|TRANSFER|Uang|84529000|NO DATA|.167100|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|845290.00||505837736|MKI|MODERN
BP16071168|2016-07-29 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY ALFA MIDI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|505837736|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT CANDY|TRANSFER|Uang|42264500|NO DATA|.083500|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|422645.00||505837736|MKI|MODERN
BP16071206|2016-07-29 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY ALFA MIDI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|505837736|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM CANDY|TRANSFER|Uang|83333300|NO DATA|.164700|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|833333.00||505837736|MKI|MODERN
BP16071132|2016-07-29 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY CARREFOUR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM CANDY|TRANSFER|Uang|623767200|NO DATA|.716100|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|6237672.00||871054761|MKI|MODERN
BP16071169|2016-07-29 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY CARREFOUR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT CANDY|TRANSFER|Uang|113412200|NO DATA|.130200|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|1134122.00||871054761|MKI|MODERN
BP16071208|2016-07-29 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY CARREFOUR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM CANDY|TRANSFER|Uang|175000000|NO DATA|.200900|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|1750000.00||871054761|MKI|MODERN
BP16071224|2016-07-29 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY CARREFOUR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN CANDY|TRANSFER|Uang|84835100|NO DATA|.097300|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:48:00|0|0|BD1602000|100|848351.00||871054761|MKI|MODERN
BP16071133|2016-07-29 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY GIANT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM CANDY|TRANSFER|Uang|120740300|NO DATA|.208800|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|1207403.00||578026411|MKI|MODERN
BP16071170|2016-07-29 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY GIANT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT CANDY|TRANSFER|Uang|48296100|NO DATA|.083500|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|482961.00||578026411|MKI|MODERN
BP16071209|2016-07-29 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY GIANT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM CANDY|TRANSFER|Uang|125000000|NO DATA|.216200|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:47:00|0|0|BD1602000|100|1250000.00||578026411|MKI|MODERN
BP16071225|2016-07-29 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY GIANT 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN CANDY|TRANSFER|Uang|36126700|NO DATA|.062500|Approved|SAPTA|2016-07-28 00:00:00|J|Yuni|Forry.Handoko|FORRY|SAPTA|2016-07-29 17:48:00|0|0|BD1602000|100|361267.00||578026411|MKI|MODERN
